city,country,value
"The Hague",Netherlands,"0.059380"
Thisted,Denmark,"0.081940"
Tienen,Belgium,"0.160700"
Tilburg,Netherlands,"0.255106"
Timi,Cyprus,"0.070573"
Tonchevtsi,Bulgaria,"0.057587"
Tonder,Denmark,"0.168773"
Tongeren,Belgium,"0.200380"
Tournai,Belgium,"0.183586"
Traiskirchen,Austria,"0.144913"
Tranbjerg,Denmark,"0.109940"
Traun,Austria,"0.129986"
Trebic,"Czech Republic","0.144740"
Trikomo,Cyprus,"0.078060"
Trinec,"Czech Republic","0.204866"
Trnovec,Croatia,"0.116507"
Trofaiach,Austria,"0.153080"
Trogir,Croatia,"0.068227"
Trorod,Denmark,"0.043487"
Troulli,Cyprus,"0.119860"
Troyan,Bulgaria,"0.067127"
Trutnov,"Czech Republic","0.108087"
Tryavna,Bulgaria,"0.062080"
Tsadha,Cyprus,"0.094273"
Tubize,Belgium,"0.157626"
Tulln,Austria,"0.115107"
Turgovishte,Bulgaria,"0.066493"
Turnhout,Belgium,"0.266886"
Tutrakan,Bulgaria,"0.043413"
"Uherske Hradiste","Czech Republic","0.165920"
"Uhersky Brod","Czech Republic","0.165666"
Umag,Croatia,"0.027187"
"Usti nad Labem","Czech Republic","0.112447"
Utrecht,Netherlands,"0.187306"
Vaerlose,Denmark,"0.080160"
"Valasske Mezirici","Czech Republic","0.211346"
Vallensbaek,Denmark,"0.058667"
Valpovo,Croatia,"0.073220"
Varazdin,Croatia,"0.093127"
Varde,Denmark,"0.174986"
Varna,Bulgaria,"0.039093"
Varnsdorf,"Czech Republic","0.156380"
Veenendaal,Netherlands,"0.199986"
Vejen,Denmark,"0.203086"
Vejle,Denmark,"0.175246"
"Velden am Worthersee",Austria,"0.135687"
"Velika Gorica",Croatia,"0.053327"
"Veliki Preslav",Bulgaria,"0.060313"
"Veliko Turnovo",Bulgaria,"0.056120"
Velingrad,Bulgaria,"0.133633"
"Velsen-Zuid",Netherlands,"0.068987"
Venlo,Netherlands,"0.223200"
Verviers,Belgium,"0.256580"
Viborg,Denmark,"0.142286"
Vidin,Bulgaria,"0.040120"
Villach,Austria,"0.106500"
Vilvoorde,Belgium,"0.117726"
Vinkovci,Croatia,"0.062573"
Virje,Croatia,"0.088580"
Virovitica,Croatia,"0.067107"
Visnjevac,Croatia,"0.069307"
Vlaardingen,Netherlands,"0.092353"
Vocklabruck,Austria,"0.206106"
Vodice,Croatia,"0.088027"
Voitsberg,Austria,"0.272280"
Vojens,Denmark,"0.177493"
Volkermarkt,Austria,"0.123413"
Vordingborg,Denmark,"0.082527"
Voroklini,Cyprus,"0.098127"
Vratsa,Bulgaria,"0.042740"
Vrbovec,Croatia,"0.080873"
Vsetin,"Czech Republic","0.223246"
Vukovar,Croatia,"0.055740"
Vurshets,Bulgaria,"0.047207"
Vyskov,"Czech Republic","0.145506"
"Waidhofen an der Ybbs",Austria,"0.196646"
Wakefield,"United Kingdom","0.105280"
Walsall,"United Kingdom","0.109706"
Waregem,Belgium,"0.291620"
Warrington,"United Kingdom","0.101933"
Waterloo,Belgium,"0.111793"
Watford,"United Kingdom","0.228866"
Wavre,Belgium,"0.143306"
Weert,Netherlands,"0.255160"
"Weinzierl bei Krems",Austria,"0.163713"
Weiz,Austria,"0.262086"
Wels,Austria,"0.142566"
"West Bromwich","United Kingdom","0.093100"
Westerlo,Belgium,"0.239346"
"Weston-super-Mare","United Kingdom","0.213126"
Wetteren,Belgium,"0.181986"
Wevelgem,Belgium,"0.179400"
Wien,Austria,"0.083353"
"Wiener Neudorf",Austria,"0.112853"
"Wiener Neustadt",Austria,"0.219706"
Wigan,"United Kingdom","0.091500"
Willebroek,Belgium,"0.121280"
Woerden,Netherlands,"0.234080"
Woking,"United Kingdom","0.293293"
Wolfsberg,Austria,"0.137246"
Wolfurt,Austria,"0.181640"
Wolverhampton,"United Kingdom","0.123440"
Worcester,"United Kingdom","0.235726"
Worgl,Austria,"0.118380"
Worthing,"United Kingdom","0.250546"
Xeri,Cyprus,"0.109133"
Xylotymbou,Cyprus,"0.097400"
Yambol,Bulgaria,"0.065827"
Yeri,Cyprus,"0.108387"
Yiolou,Cyprus,"0.089213"
York,"United Kingdom","0.178593"
Ypsonas,Cyprus,"0.077673"
Zaandam,Netherlands,"0.146600"
Zaanstad,Netherlands,"0.146920"
Zadar,Croatia,"0.070007"
Zagreb,Croatia,"0.059040"
"Zagreb - Centar",Croatia,"0.061167"
Zapresic,Croatia,"0.070680"
Zatec,"Czech Republic","0.119220"
Zaventem,Belgium,"0.130306"
Zedelgem,Belgium,"0.232153"
Zeist,Netherlands,"0.165933"
"Zell am See",Austria,"0.043533"
Zlin,"Czech Republic","0.183206"
Znojmo,"Czech Republic","0.162813"
Zoetermeer,Netherlands,"0.112787"
Zottegem,Belgium,"0.184400"
Zupanja,Croatia,"0.059067"
"Zwettl Stift",Austria,"0.202913"
Zwevegem,Belgium,"0.222246"
Zwolle,Netherlands,"0.192846"
